send_dt,send_time,send_number,campaign,email_name,category,text,emails_sent,emails_delivered,undeliverable,total_clicks,unique_clicks,unique_opens,unsubscribes,unique_complaints,total_complaints,gifts,revenue,Audience,send_group,Open_Rate_nw,Click_Rate_nw,Donation_Rate_nw,revenue_1k_new,month,polarity_score,subjectivity_score,processed_text,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral,Curiousity,Caring,Gratitude,Approval,Desire,Neutral,Excitement,Sadness,top_factor_label
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-13-24-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,15887,15874,13.0,29.0,27,1718,8,2.0,2.0,7.0,605.0,Lapsed Donors,2020-09-Moira-AD,0.1081387297790646,0.0016995027380877,0.0004406118209857,38.0814502423365,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:10:00 AM,1.0,Moira,2020-09-Moira-Cultivation-Partners,Appeal,Fires leave Moria refugee camp in ashes,14927,14904,23.0,108.0,82,2905,15,6.0,6.0,29.0,13950.0,Partners,2020-09-Moira-Cu,0.1946137870972064,0.005493401219267,0.0019427882360822,934.5481342533664,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-25-36-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,15167,15147,20.0,25.0,22,1469,8,3.0,3.0,6.0,390.0,Lapsed Donors,2020-09-Moira-AD,0.0968550141755126,0.0014505175710423,0.0003955957011933,25.713720577569724,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-25-36-month-donors,Appeal,Fires leave Moria refugee camp in ashes,15168,15149,19.0,,16,1442,12,2.0,2.0,8.0,827.0,Lapsed Donors,2020-09-Moira-AD,0.0950685654008438,0.0010548523206751,0.0005274261603375,54.52267932489452,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-37-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,24407,24367,40.0,78.0,61,6566,19,8.0,8.0,7.0,750.0,Lapsed Donors,2020-09-Moira-AD,0.2690211824476584,0.002499282992584,0.0002868029663621,30.72888925308313,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-0-12-month-donors-B,Appeal,Fires leave Moria refugee camp in ashes,57593,57439,154.0,290.0,233,8462,35,6.0,6.0,89.0,7378.0,First Levels,2020-09-Moira-AD,0.1469275780042713,0.0040456305453787,0.0015453266890073,128.10584619658638,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:08:00 AM,1.0,Moira,2020-09-Moira-Non-Donors-B,Appeal,Fires leave Moria refugee camp in ashes,153409,153175,234.0,221.0,180,12891,116,22.0,22.0,11.0,395.0,Non Donors,2020-09-Moira-No,0.0840302720179389,0.0011733340286423,7.170374619481257e-05,2.5748163406319056,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:10:00 AM,1.0,Moira,2020-09-Moira-Cultivation-PNB,Appeal,Fires leave Moria refugee camp in ashes,175,175,0.0,2.0,2,39,0,0.0,0.0,1.0,1000.0,PNB,2020-09-Moira-Cu,0.2228571428571428,0.0114285714285714,0.0057142857142857,5714.285714285715,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-37-month-donors,Appeal,Fires leave Moria refugee camp in ashes,24408,24369,39.0,,61,6585,20,3.0,3.0,16.0,1865.0,Lapsed Donors,2020-09-Moira-AD,0.2697885939036381,0.0024991805965257,0.0006555227794165,76.40937397574565,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:08:00 AM,1.0,Moira,2020-09-Moira-Non-Donors,Appeal,Fires leave Moria refugee camp in ashes,153409,153180,229.0,,181,13056,128,21.0,21.0,11.0,1505.0,Non Donors,2020-09-Moira-No,0.0851058282108611,0.0011798525510237,7.170374619481257e-05,9.810376183926628,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-09-10,1:01:00 AM,1.0,Moira,2020-09-Moira-AD-13-24-month-donors,Appeal,Fires leave Moria refugee camp in ashes,15886,15871,15.0,,19,1653,9,3.0,3.0,6.0,1400.0,Lapsed Donors,2020-09-Moira-AD,0.104053883922951,0.0011960216542867,0.0003776910487221,88.12791136850058,9,0.0,0.0,fire leave moria refugee camp ashe,0.0002562024747021,0.0001047474579536,0.0022919324692338,0.0010265613673254,0.0013967632548883,0.0008135571260936,3.176443715346977e-05,6.793126522097737e-05,0.0001441916974727,0.0322689972817897,0.0002711276174522,0.0036192794796079,4.828716555493884e-05,3.484006447251886e-05,0.005427376832813,3.972565536969341e-05,0.0018024299060925,9.527708607492968e-05,0.0003526987566146,0.0004830911639146,0.00024702725932,2.298403524036985e-05,0.000752663007006,2.8994783860980533e-05,0.0006358011742122,0.9091335535049438,8.532921492587775e-05,0.0385169647634029,0.16178473700109886,0.08526158751618629,0.029556991341794125,0.12240282906510486,0.002598047401844217,-0.033202206072675655,-1.4050752160282176,2.655543815233713,Sadness
2020-11-11,7:01:48 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-13-24-month-donors-A,Appeal,Worsening conditions in northeast Syria,15070,15053,17.0,26.0,21,1618,6,3.0,3.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-1,0.1073656270736562,0.0013934970139349,0.0,0.0,11,0.0,0.0,worsen condition northeast syria,3.916583227692172e-05,0.0001351629034616,0.00013973689056,0.0123260449618101,0.0049254763871431,0.0018831585766747,0.0001191387345897,0.0008516740635968,0.0013777547283098,0.0050060409121215,0.0002959674457088,0.000611460651271,0.0005741869099438,0.000200399532332,0.0004911397700197,4.628075839718804e-05,9.501227395958269e-06,6.196961476234719e-05,4.0642567910254e-05,0.0020590089261531,0.0022630961611866,1.612402957107406e-05,0.0082999235019087,5.744982263422571e-05,0.0002880325482692,0.0087571796029806,8.947253081714734e-05,0.9490348100662231,-0.49221172043591693,-0.4009919934064987,-0.3126678210811994,-0.34446838586870265,-0.2096422822827298,-0.16003748886032537,-0.2231111687403775,-0.0989874297366038,Sadness
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-25-36-month-donors-B,Appeal,Worsening conditions in northeast Syria,14165,14151,14.0,20.0,13,1332,8,1.0,1.0,0.0,0.0,Lapsed Donors,2020-11-Al-Hol-1,0.094034592304977,0.0009177550300035,0.0,0.0,11,0.0,0.0,worsen condition northeast syria,3.916583227692172e-05,0.0001351629034616,0.00013973689056,0.0123260449618101,0.0049254763871431,0.0018831585766747,0.0001191387345897,0.0008516740635968,0.0013777547283098,0.0050060409121215,0.0002959674457088,0.000611460651271,0.0005741869099438,0.000200399532332,0.0004911397700197,4.628075839718804e-05,9.501227395958269e-06,6.196961476234719e-05,4.0642567910254e-05,0.0020590089261531,0.0022630961611866,1.612402957107406e-05,0.0082999235019087,5.744982263422571e-05,0.0002880325482692,0.0087571796029806,8.947253081714734e-05,0.9490348100662231,-0.49221172043591693,-0.4009919934064987,-0.3126678210811994,-0.34446838586870265,-0.2096422822827298,-0.16003748886032537,-0.2231111687403775,-0.0989874297366038,Sadness
2020-11-11,7:01:47 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-13-24-month-donors-B,Appeal,Worsening conditions in northeast Syria,15069,15052,17.0,35.0,26,1557,6,4.0,4.0,5.0,245.0,Lapsed Donors,2020-11-Al-Hol-1,0.1033247063507863,0.0017253965093901,0.0003318070210365,16.25854403079169,11,0.0,0.0,worsen condition northeast syria,3.916583227692172e-05,0.0001351629034616,0.00013973689056,0.0123260449618101,0.0049254763871431,0.0018831585766747,0.0001191387345897,0.0008516740635968,0.0013777547283098,0.0050060409121215,0.0002959674457088,0.000611460651271,0.0005741869099438,0.000200399532332,0.0004911397700197,4.628075839718804e-05,9.501227395958269e-06,6.196961476234719e-05,4.0642567910254e-05,0.0020590089261531,0.0022630961611866,1.612402957107406e-05,0.0082999235019087,5.744982263422571e-05,0.0002880325482692,0.0087571796029806,8.947253081714734e-05,0.9490348100662231,-0.49221172043591693,-0.4009919934064987,-0.3126678210811994,-0.34446838586870265,-0.2096422822827298,-0.16003748886032537,-0.2231111687403775,-0.0989874297366038,Sadness
2020-11-11,7:01:50 PM,1.0,AI Hol,2020-11-Al-Hol-1-AD-37-month-donors-B,Appeal,Worsening conditions in northeast Syria,24461,24437,24.0,37.0,31,6215,19,5.0,5.0,2.0,110.0,Lapsed Donors,2020-11-Al-Hol-1,0.2540779199542128,0.0012673234945423,8.176280609950534e-05,4.496954335472794,11,0.0,0.0,worsen condition northeast syria,3.916583227692172e-05,0.0001351629034616,0.00013973689056,0.0123260449618101,0.0049254763871431,0.0018831585766747,0.0001191387345897,0.0008516740635968,0.0013777547283098,0.0050060409121215,0.0002959674457088,0.000611460651271,0.0005741869099438,0.000200399532332,0.0004911397700197,4.628075839718804e-05,9.501227395958269e-06,6.196961476234719e-05,4.0642567910254e-05,0.0020590089261531,0.0022630961611866,1.612402957107406e-05,0.0082999235019087,5.744982263422571e-05,0.0002880325482692,0.0087571796029806,8.947253081714734e-05,0.9490348100662231,-0.49221172043591693,-0.4009919934064987,-0.3126678210811994,-0.34446838586870265,-0.2096422822827298,-0.16003748886032537,-0.2231111687403775,-0.0989874297366038,Sadness
